institution,city,state,carnegie_basic,campus
Southern University Law Center,Baton Rouge,LA,31,
Texas Barber College,Houston,TX,-2,
Miller-Motte College-Charleston,Charleston,SC,7,
American Career College-Anaheim,Anaheim,CA,10,
Saginaw Chippewa Tribal College,Mount Pleasant,MI,33,
Richmont Graduate University,Chattanooga,TN,26,
The Seattle School of Theology & Psychology,Seattle,WA,26,
Northwest College-Hillsboro,Hillsboro,OR,-2,
East Valley Institute of Technology,Mesa,AZ,-2,
Smith Chason College,Los Angeles,CA,26,
Irell & Manella Graduate School of Biological Sciences at City of Hope,Duarte,CA,26,
Design's School of Cosmetology,Paso Robles,CA,-2,
Ultimate Medical Academy,Clearwater,FL,10,
Florida Barber Academy,Plantation,FL,-2,
M-DCPS The English Center,Miami,FL,-2,
Florida Education Institute,Miami,FL,-2,
Texas County Technical College,Houston,MO,10,
Aviation Institute of Maintenance-Kansas City,Kansas City,MO,-2,
Blue Cliff College-Gulfport,Gulfport,MS,-2,
Metropolitan Learning Institute,Rego Park,NY,-2,
Orleans Niagara BOCES-Practical Nursing Program,Lockport,NY,-2,
Yeshiva Shaarei Torah of Rockland,Suffern,NY,24,
Leon Studio One School of Beauty Knowledge,Williamsville,NY,-2,
American Institute of Alternative Medicine,Columbus,OH,26,0
American Institute of Alternative Medicine,East Brunswick,NJ,-2,1
Brown Aveda Institute-Mentor,Mentor,OH,-2,
Susquehanna County Career and Technology Center,Springville,PA,-2,
Universidad Pentecostal Mizpa,Rio Piedras,PR,24,
Caribbean Forensic and Technical College,San Juan,PR,-2,
Concorde Career College-Grand Prairie,Grand Prairie,TX,10,
Lamar Institute of Technology,Beaumont,TX,7,
Aviation Institute of Maintenance-Dallas,Irving,TX,-2,
Healing Mountain Massage School,Salt Lake City,UT,-2,
Eastern Virginia Career College,Fredericksburg,VA,10,
Rudy & Kelly Academy A Paul Mitchell Partner School,Virginia Beach,VA,-2,
Nevada State College,Henderson,NV,22,
California State University-Channel Islands,Camarillo,CA,20,
Franklin W Olin College of Engineering,Needham,MA,28,
Won Institute of Graduate Studies,Warminster,PA,26,
Lincoln Technical Institute-Paramus,Paramus,NJ,-2,
Pima Medical Institute-Colorado Springs,Colorado Springs,CO,10,
Paul Mitchell the School-Costa Mesa,Costa Mesa,CA,-2,
Ave Maria School of Law,Naples,FL,31,
Tulsa Welding School-Jacksonville,Jacksonville,FL,-2,0
Tulsa Welding School-Jacksonville,Jacksonville,FL,-2,1
Pennsylvania College of Health Sciences,Lancaster,PA,26,
West Virginia Junior College-Bridgeport,Bridgeport,WV,10,
St Louis College of Health Careers-Fenton,Fenton,MO,26,
Interactive College of Technology-Gainesville,Gainesville,GA,13,
San Joaquin Valley College-Ontario,Ontario,CA,9,
Alaska Christian College,Soldotna,AK,1,
University of Arkansas Grantham,LIttle Rock,AR,18,
Carrington College-Albuquerque,Albuquerque,NM,10,
NASCAR Technical Institute,Mooresville,NC,-2,
University of the Potomac-VA Campus,FALLS CHURCH,VA,29,
Milan Institute-Palm Desert,Palm Desert,CA,-2,
Tohono O'odham Community College,Sells,AZ,33,
Edward Via College of Osteopathic Medicine,Blacksburg,VA,25,
Southwest Institute of Healing Arts,Tempe,AZ,10,
InterCoast Colleges-Riverside,Riverside,CA,-2,
University of Antelope Valley,Lancaster,CA,22,
Brighton Center's Center for Employment Training,Newport,KY,-2,
California Healing Arts College,Carson,CA,-2,
Dallas Barber & Stylist College,Dallas,TX,-2,
NorthShore University HealthSystem School of Nurse Anesthesia,Evanston,IL,-2,
Faith International University,Tacoma,WA,20,
Family of Faith Christian University,Shawnee,OK,24,
Hood Theological Seminary,Salisbury,NC,24,
Colegio Educativo Tecnologico Industrial Inc,Arecibo,PR,-2,
Irene's Myomassology Institute,Southfield,MI,-2,
Jay's Technical Institute,Houston,TX,-2,
NTMA Training Centers of Southern California,Santa Fe Springs,CA,-2,
P C Age-Jersey City,Jersey City,NJ,-2,
PC AGE-Metropark,Iselin,NJ,-2,
Hollywood Institute,Margate,FL,-2,
South Florida Institute of Technology,Miami,FL,-2,
Southeastern College-Charleston,North Charleston,SC,10,
Tigi Hairdressing Academy-Colorado Springs,Colorado Springs,CO,-2,
Trend Barber College,Houston,TX,-2,0
Trend Barber College,Houston,TX,-2,1
Valley Grande Institute for Academic Studies,Weslaco,TX,-2,
West Coast University-Los Angeles,North Hollywood,CA,26,
Williamson Christian College,Franklin,TN,29,
Triangle Tech Inc-Sunbury,Sunbury,PA,7,
DigiPen Institute of Technology,Redmond,WA,22,
Pierpont Community and Technical College,Fairmont,WV,7,
Dewey University-Hato Rey,Hato Rey,PR,26,
InterCoast Colleges-West Covina,W. Covina,CA,-2,
American College of Healthcare Sciences,Portland,OR,26,
Colorado Media School,Denver,CO,-2,
Paul Mitchell the School-Rhode Island,Cranston,RI,-2,
Miller-Motte College-Chattanooga,Chattanooga,TN,7,
Milan Institute-Sparks,Sparks,NV,-2,
Bexley Hall Seabury Western Theological Seminary Federation Inc.,Chicago,IL,24,
Altierus Career College-Norcross,Norcross,GA,-2,
Strayer University-Tennessee,Memphis,TN,29,
Strayer University-Pennsylvania,Trevose,PA,20,
Charlie's Guard-Detective Bureau and Academy Inc,Aguadilla,PR,-2,
PCI Academy-Plymouth,Plymouth,MN,-2,
Creative Images Institute of Cosmetology-South Dayton,Dayton,OH,-2,
Brookline College-Albuquerque,Albuquerque,NM,26,
Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,PA,24,
Northcentral University,San Diego,CA,17,
Bayamon Community College,Bayamon,PR,-2,
Folsom Lake College,Folsom,CA,2,
LeGrand Institute of Cosmetology Inc,Camden,SC,-2,
Hussian College-Daymar College Murfreesboro,Murfreesboro,TN,7,
Cambridge Technical Institute,Caguas,PR,-2,
Empire Beauty School-Midlothian,Midlothian,VA,-2,
Empire Beauty School-Owings Mills,Owings Mills,MD,-2,
Empire Beauty School-West Mifflin,West Mifflin,PA,-2,
ATI College-Whittier,Whitter,CA,-2,
Advance Science International College,Miami Lakes,FL,10,
ATA College,El Cajon,CA,7,0
ATA College,Louisville,KY,10,1
ATA College,Tulsa,OK,-2,2
American Advanced Technicians Institute,Hialeah,FL,-2,
Baptist University of the Americas,San Antonio,TX,22,
Beis Medrash Heichal Dovid,Far Rockaway,NY,24,
Blue Cliff Career College,Mobile,AL,-2,
Career Beauty College,Lawrenceburg,TN,-2,
Paul Mitchell the School-Gastonia,Gastonia,NC,-2,
CES College,Burbank,CA,-2,
Stellar Career College,Modesto,CA,-2,0
Stellar Career College,Chicago,IL,-2,1
Auguste Escoffier School of Culinary Arts-Austin,Austin,TX,12,
Culinary Institute Inc,Houston,TX,12,
Escuela Hotelera de San Juan,Hato Rey,PR,-2,
Orion Institute,Perrysburg,OH,-2,
Moore Career College,Baton Rouge,LA,-2,
Industrial Technical College,Humacao,PR,-2,
Institute of Clinical Acupuncture & Oriental Med,Honolulu,HI,26,
Gwinnett College-Marietta Campus,Marietta,GA,10,
Leston College,Bayamon,PR,-2,
Charlotte Christian College and Theological Seminary,Charlotte,NC,24,
Nightingale College,Salt Lake City,UT,26,
PITC Institute,Wyncote,PA,-2,
Skinworks School of Advanced Skincare,Salt Lake City,UT,-2,
Southeastern College-Columbia,Columbia,SC,10,
Technical Learning Centers Inc,Washington,DC,-2,
Turning Point Beauty College,Casa Grande,AZ,-2,
Unitech Training Academy-Lafayette,Lafayette,LA,-2,
Mountwest Community and Technical College,Huntington,WV,8,
American InterContinental University,Chandler,AZ,18,
Toyota Technological Institute at Chicago,Chicago,IL,28,
American InterContinental University-Houston,Houston,TX,20,
University of California-Merced,Merced,CA,16,
Remington College-North Houston Campus,Houston,TX,8,
Paul Mitchell the School-Orlando,Oviedo,FL,-2,
Pima Medical Institute-Las Vegas,Las Vegas,NV,10,
Remington College-Nashville Campus,Nashville,TN,10,
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,20,
North-West College-Riverside,Riverside,CA,-2,
Altierus Career College-Bissonnet,Houston,TX,-2,
Colegio Tecnico de Electricidad Galloza,Aguada,PR,-2,
Spa Tech Institute-Westboro,Westborough,MA,-2,
Spa Tech Institute-Plymouth,Plymouth,MA,-2,
Neumont College of Computer Science,Salt Lake City,UT,28,
Johnson & Wales University-Charlotte,Charlotte,NC,22,
Roseman University of Health Sciences,Henderson,NV,26,
Fortis Institute-Port Saint Lucie,Port Saint Lucie,FL,10,
Aviation Institute of Maintenance-Manassas,Manassas,VA,-2,
Cosmetology School of Arts & Sciences,Burley,ID,-2,
Universal Technical Institute of Pennsylvania Inc,Exton,PA,-2,
Kenneth Shuler School of Cosmetology-Spartanburg,Spartanburg,SC,-2,
Kenneth Shuler School of Cosmetology-Columbia,Columbia,SC,-2,
Divine Mercy University,Sterling,VA,26,
Lincoln Technical Institute-Shelton,Shelton,CT,-2,
Northwest Career College,Las Vegas,NV,8,
Soma Institute-The National School of Clinical Massage Therapy,Chicago,IL,-2,
American Academy of Health and Wellness,Roseville,MN,26,
Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,26,
Ave Maria University,Ave Maria,FL,21,
CALC Institute of Technology,Alton,IL,-2,
Sutter County Career Training Center,Yuba City,CA,-2,
Cambridge College of Healthcare & Technology,Altamonte Springs,FL,10,0
Cambridge College of Healthcare & Technology,Delray Beach,FL,10,1
Cambridge College of Healthcare & Technology,Atlanta,GA,,2
Career Care Institute,Lancaster,CA,10,
ATA Career Education,Spring Hill,FL,10,
Community Christian College,Redlands,CA,3,
Culpeper Cosmetology Training Center,Culpeper,VA,-2,
Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,26,
Ecclesia College,Springdale,AR,22,
Employment Solutions-College for Technical Education,Lexington,KY,-2,
Estelle Medical Academy,Skokie,IL,-2,
Evergreen Beauty and Barber College-Everett,Everett,WA,-2,
Paul Mitchell the School-Great Lakes,Port Huron,MI,-2,
Healthcare Training Institute,Union,NJ,-2,0
Healthcare Training Institute,Kenner,LA,-2,1
John D Rockefeller IV Career Center,New Cumberland,WV,-2,
Los Angeles College of Music,Pasadena,CA,30,
Rosslyn Training Academy of Cosmetology,Aguada,PR,-2,
SAE Institute of Technology-Nashville,Nashville,TN,30,
Stanbridge University,Irvine,CA,26,
Universal College of Healing Arts,Omaha,NE,10,
Uta Mesivta of Kiryas Joel,Monroe,NY,24,
Harrisburg University of Science and Technology,Harrisburg,PA,18,
Blue Ridge Community and Technical College,Martinsburg,WV,3,
Daytona College,Ormond Beach,FL,10,
Delta Technical College-Mississippi,Horn Lake,MS,-2,
United States University,San Diego,CA,26,
Empire Beauty School-Avondale,Avondale,AZ,-2,
Empire Beauty School-Littleton,Littleton,CO,-2,
Empire Beauty School-Aurora,Aurora,CO,-2,
Joyce University of Nursing and Health Sciences,Draper,UT,26,
San Joaquin Valley College-Modesto,Salida,CA,9,
Eagle Gate College-Layton,Layton,UT,26,
Academy of Hair Design-Jasper,Jasper,TX,-2,
Unitech Training Academy-West Monroe,West Monroe,LA,-2,
New River Community and Technical College,Beaver,WV,7,
The College of Health Care Professions-Southwest Houston,Houston,TX,11,
UEI College-Chula Vista,Chula Vista,CA,-2,
UEI College-West Covina,West Covina,CA,-2,
Georgia Gwinnett College,Lawrenceville,GA,22,
Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,26,
Tucson College of Beauty,Tucson,AZ,-2,
California Career College,Canoga Park,CA,10,
Palladium Technical Academy Inc,Temple City,CA,-2,
Los Angeles College of Aesthetics,Los Angeles,CA,-2,
National Polytechnic College,Lakewood,CA,10,
American Career College-Ontario,Ontario,CA,10,
Asher College,Sacramento,CA,7,
American Institute of Massage Therapy,Santa Ana,CA,-2,
University of East-West Medicine,Sunnyvale,CA,26,
Blake Austin College,Vacaville,CA,-2,
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,11,
Trendsetters School of Beauty & Barbering,Jacksonville,FL,-2,
American Institute of Beauty,Largo,FL,-2,
North Florida Cosmetology Institute,Tallahassee,FL,-2,
Florida Academy of Health & Beauty,Oakland Park,FL,-2,
Augusta School of Massage,Evans,GA,-2,
SUM Bible College and Theological Seminary,El Dorado Hills,CA,24,
Compass Career College,Hammond,LA,-2,
Hair Expressions Academy,Rockville,MD,-2,
Nuvo College of Cosmetology,Norton Shores,MI,-2,
WellSpring School of Allied Health-Kansas City,Kansas City,MO,10,
The Salon Professional Academy-Fargo,Fargo,ND,-2,
Aveda Arts & Sciences Institute-New York,New York,NY,-2,
MyrAngel Beauty Institute,San Lorenzo,PR,-2,
Texas Health School,Houston,TX,-2,
Paul Mitchell the School-Logan,Logan,UT,-2,
Careers Unlimited,Orem,UT,26,
Mountainland Technical College,Lehi,UT,-2,
Avi Career Training,Great Falls,VA,-2,
Mountain State School of Massage,Charleston,WV,-2,
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,10,
Broken Arrow Beauty College,Tulsa,OK,-2,
Universal Technical Institute of Northern California Inc,Sacramento,CA,11,
West Hills College-Lemoore,Lemoore,CA,2,
Stautzenberger College-Brecksville,Brecksville,OH,8,
Unitech Training Academy-Houma,Houma,LA,-2,
Rasmussen University-Illinois,Rockford,IL,14,
International Institute for Restorative Practices,Bethlehem,PA,32,
Automotive Training Center-Warminster,Warminster,PA,-2,
Empire Beauty School-Milwaukee,Milwaukee,WI,-2,
Triangle Tech Inc-Bethlehem,Bethlehem,PA,11,
Milan Institute-Clovis,Clovis,CA,-2,
Strayer University-Florida,Tampa,FL,19,
Pima Medical Institute-Renton,Renton,WA,10,
CBT Technology Institute-Main Campus,Miami,FL,7,
CBT Technology Institute-Hialeah,Hialeah,FL,9,
Dewey University-Juana Diaz,Juana Diaz,PR,26,
The College of Health Care Professions-San Antonio,San Antonio,TX,10,
Lincoln Technical Institute-Whitestone,Whitestone,NY,-2,
American Public University System,Charles Town,WV,18,
Huntsville Bible College,Huntsville,AL,24,
Beaumont Adult School,Beaumont,CA,-2,
Gnomon,Hollywood,CA,30,
Coachella Valley Beauty College,La Quinta,CA,-2,
Valley College of Medical Careers,West Hills,CA,10,
Academy of Natural Therapy Inc,Greeley,CO,-2,
Academy Di Capelli-School of Cosmetology,Wallingford,CT,-2,
Delaware Learning Institute of Cosmetology,Dagsboro,DE,-2,
Dragon Rises College of Oriental Medicine,Gainesville,FL,26,
Palm Beach Academy of Health & Beauty,Lake Park,FL,-2,
SABER College,Miami,FL,10,
Taylor College,Belleview,FL,10,
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,-2,
Ideal Beauty Academy,Jeffersonville,IN,-2,0
Ideal Beauty Academy,Louisville,KY,-2,1
Denmark College,Merrillville,IN,-2,
Louisiana Culinary Institute,Baton Rouge,LA,12,
Bais Medrash Toras Chesed,Lakewood,NJ,24,
Ace Institute of Technology,New York,NY,-2,
New Age Training,New York,NY,-2,
Dayton School of Medical Massage,Dayton,OH,-2,
Visible Music College,Memphis,TN,30,
CCI Training Center-Arlington,Arlington,TX,-2,
Champion Beauty College,Houston,TX,-2,
Southeast Texas Career Institute,Silsbee,TX,-2,
Southwest Technical College,Cedar City,UT,-2,
Virginia Beach Theological Seminary,Virginia Beach,VA,24,
Milwaukee Career College,Milwaukee,WI,8,
University of the West,Rosemead,CA,21,
American College of Education,Indianapolis,IN,32,
South University-Tampa,Tampa,FL,26,
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,-2,
Appalachian College of Pharmacy,Oakwood,VA,26,
Paul Mitchell the School-Tampa,Tampa,FL,-2,
Paul Mitchell the School-San Diego,San Diego,CA,-2,
Paul Mitchell the School-Michigan,Sterling Heights,MI,-2,
Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,-2,
Paul Mitchell the School-Tysons Corner,McLean,VA,-2,
Fortis College-Columbus,Westerville,OH,10,
Fortis College-Cincinnati,Cincinnati,OH,10,
Blue Cliff College-Fayetteville,Fayetteville,AR,-2,
Blue Cliff College-Alexandria,Alexandria,LA,10,
Strayer University-Delaware,Wilmington,DE,29,
Brite Divinity School,Fort Worth,TX,24,
Strayer University-Alabama,Birmingham,AL,20,
Brown Aveda Institute-Strongsville,Strongsville,OH,-2,
Clary Sage College,Tulsa,OK,-2,
Rasmussen University-Wisconsin,Green Bay,WI,23,
Empire Beauty School-Richmond,Richmond,VA,-2,
Empire Beauty School-North Hills,Pittsburgh,PA,-2,
Empire Beauty School-Concord,Concord,NC,-2,
Lexington Healing Arts Academy,Lexington,KY,-2,
Empire Beauty School-Hooksett,Hooksett,NH,-2,
The Institute of Beauty and Wellness,Milwaukee,WI,-2,
Carrington College-Stockton,Stockton,CA,13,
Carrington College-Citrus Heights,Citrus Heights,CA,13,
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,-2,
Columbia Southern University,Orange Beach,AL,18,
Arizona Culinary Institute,Scottsdale,AZ,-2,
Healthcare Career College,Paramount,CA,10,
Coastline Beauty College,Fountain Valley,CA,-2,
Branford Academy of Hair and Cosmetology,Branford,CT,-2,
Academy of Massage and Bodywork,Bear,DE,-2,
Academy for Five Element Acupuncture,Gainesville,FL,26,
Academy of Career Training,Kissimmee,FL,-2,
Miami Regional University,Miami Springs,FL,26,
Paul Mitchell the School-Miami,Miami,FL,-2,
Aveda Institute-South Florida,Davie,FL,-2,
Aveda Institute-Tallahassee,Tallahassee,FL,-2,
Shear Excellence Hair Academy,Tampa,FL,-2,
Carlson College of Massage Therapy,Anamosa,IA,-2,
MyComputerCareer at Indianapolis,Indianapolis,IN,-2,
Z Hair Academy,Overland Park,KS,-2,
DiGrigoli School of Cosmetology,West Springfield,MA,-2,
Elevate Salon Institute,Royal Oak,MI,-2,0
Elevate Salon Institute,Durham,NC,-2,1
Lakewood School of Therapeutic Massage,Port Huron,MI,-2,
The Salon Professional Academy-Battle Creek,Battle Creek,MI,-2,
Trend Setters School,Cape Girardeau,MO,-2,
Academy of Hair Design-Springfield,Springfield,MO,-2,
Corinth Academy of Cosmetology,Corinth,MS,-2,
Southeastern College-Charlotte,Charlotte,NC,-2,
Yeshivas Be'er Yitzchok,Elizabeth,NJ,24,
Yeshiva Toras Chaim,Lakewood,NJ,24,
Talmudical Seminary of Bobov,Brooklyn,NY,24,
Center for Allied Health Education,Brooklyn,NY,-2,
Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,-2,
Aveda Fredric's Institute-Cincinnati,West Chester,OH,-2,
MyComputerCareer at Columbus,Westerville,OH,11,
CDE Career Institute,Tannersville,PA,-2,
Instituto Educativo Premier,Ponce,PR,-2,
Charleston School of Law,Charleston,SC,31,
Elite College of Cosmetology,Lexington,TN,-2,
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,-2,
Southwest University at El Paso,El Paso,TX,26,
Paul Mitchell the School-Austin,Austin,TX,-2,
Aveda Institute-Provo,Provo,UT,-2,
Dixie Technical College,Saint George,UT,-2,
Victoria's Academy of Cosmetology,Kennewick,WA,-2,
Paul Mitchell the School-San Antonio,San Antonio,TX,-2,
CEM College-Bayamon,Bayamón,PR,26,
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,23,
